entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,84373-71372:Tyrie Cleveland,84373-71372,WR,Tyrie,Tyrie Cleveland,Cleveland,1.266666651,3,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-53967:Nick Bawden,84373-53967,RB,Nick,Nick Bawden,Bawden,2.5,1,4500,NYJ@BUF,NYJ,BUF,1,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,,,,84373-81616:Rashard Davis,84373-81616,WR,Rashard,Rashard Davis,Davis,,,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-85714:Tory Carter,84373-85714,RB,Tory,Tory Carter,Carter,0,1,4500,JAC@TEN,TEN,JAC,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-88793:Stevie Scott III,84373-88793,RB,Stevie,Stevie Scott III,Scott III,,,4500,KC@DEN,DEN,KC,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-92890:Cody White,84373-92890,WR,Cody,Cody White,White,0.699999988,1,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-45791:Rashard Higgins,84373-45791,WR,Rashard,Rashard Higgins,Higgins,3.791666667,12,4500,CAR@SEA,CAR,SEA,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-85731:Racey McMath,84373-85731,WR,Racey,Racey McMath,McMath,-0.040000001,5,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-57064:Ryan Nall,84373-57064,RB,Ryan,Ryan Nall,Nall,0.649999976,2,4500,HOU@DAL,DAL,HOU,1,Q,Shoulder,,,,RB/FLEX
,,,,,,,,,,,,,84373-72427:Kwamie Lassiter II,84373-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,4500,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-90870:Calvin Austin III,84373-90870,WR,Calvin,Calvin Austin III,Austin III,,,4500,BAL@PIT,PIT,BAL,1,IR,Foot,,,,WR/FLEX
,,,,,,,,,,,,,84373-57091:Tim Patrick,84373-57091,WR,Tim,Tim Patrick,Patrick,8.118749619,16,4500,KC@DEN,DEN,KC,4,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,,,,84373-87813:Master Teague III,84373-87813,RB,Master,Master Teague III,Teague III,,,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-136970:Danny Gray,84373-136970,WR,Danny,Danny Gray,Gray,0,3,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-41741:DaeSean Hamilton,84373-41741,WR,DaeSean,DaeSean Hamilton,Hamilton,,,4500,HOU@DAL,HOU,DAL,1,Q,Knee,,,,WR/FLEX
,,,,,,,,,,,,,84373-26384:Trey Edmunds,84373-26384,RB,Trey,Trey Edmunds,Edmunds,,,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-94993:Pooka Williams Jr.,84373-94993,RB,Pooka,Pooka Williams Jr.,Williams Jr.,0,1,4500,CLE@CIN,CIN,CLE,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-40726:Godwin Igwebuike,84373-40726,RB,Godwin,Godwin Igwebuike,Igwebuike,1.792307634,13,4500,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-56099:Cullen Gillaspia,84373-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,,,4500,CAR@SEA,SEA,CAR,4,IR,Knee,,,,RB/FLEX
,,,,,,,,,,,,,84373-82731:Brandon Zylstra,84373-82731,WR,Brandon,Brandon Zylstra,Zylstra,0,1,4500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-72493:Trishton Jackson,84373-72493,WR,Trishton,Trishton Jackson,Jackson,,,4500,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-158520:Daylen Baldwin,84373-158520,WR,Daylen,Daylen Baldwin,Baldwin,,,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-38721:Johnny Stanton IV,84373-38721,RB,Johnny,Johnny Stanton IV,Stanton IV,2.73333327,3,4500,CLE@CIN,CLE,CIN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-72515:Ian Thomas,84373-72515,TE,Ian,Ian Thomas,Thomas,2.5,10,4500,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-41806:Laquon Treadwell,84373-41806,WR,Laquon,Laquon Treadwell,Treadwell,0.600000024,1,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-73551:Stantley Thomas-Oliver III,84373-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,,4500,CAR@SEA,CAR,SEA,4,IR,Thigh,,,,WR/FLEX
,,,,,,,,,,,,,84373-72531:Taysir Mack,84373-72531,WR,Taysir,Taysir Mack,Mack,,,4500,TB@SF,SF,TB,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-88915:Bryant Koback,84373-88915,RB,Bryant,Bryant Koback,Koback,,,4500,MIN@DET,MIN,DET,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-85845:Rashod Bateman,84373-85845,WR,Rashod,Rashod Bateman,Bateman,7.666666667,6,4500,BAL@PIT,BAL,PIT,1,IR,Foot,,,,WR/FLEX
,,,,,,,,,,,,,84373-27477:Sterling Shepard,84373-27477,WR,Sterling,Sterling Shepard,Shepard,9.299999873,3,4500,PHI@NYG,NYG,PHI,1,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,,,,84373-26458:Tavon Austin,84373-26458,WR,Tavon,Tavon Austin,Austin,3.28333346,12,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-93023:Jermar Jefferson,84373-93023,RB,Jermar,Jermar Jefferson,Jefferson,5.925000191,4,4500,MIN@DET,DET,MIN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-70501:C.J. Ham,84373-70501,RB,C.J.,C.J. Ham,Ham,2.039999962,5,4500,MIN@DET,MIN,DET,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-169834:Dareke Young,84373-169834,WR,Dareke,Dareke Young,Young,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-89964:Justyn Ross,84373-89964,WR,Justyn,Justyn Ross,Ross,,,4500,KC@DEN,KC,DEN,4,IR,Foot,,,,WR/FLEX
,,,,,,,,,,,,,84373-95092:Tyler Snead,84373-95092,WR,Tyler,Tyler Snead,Snead,,,4500,BAL@PIT,PIT,BAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-57208:KeeSean Johnson,84373-57208,WR,KeeSean,KeeSean Johnson,Johnson,,,4500,NYJ@BUF,BUF,NYJ,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63360:Antonio Callaway,84373-63360,WR,Antonio,Antonio Callaway,Callaway,,,4500,HOU@DAL,DAL,HOU,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-70531:Jack Sorenson,84373-70531,WR,Jack,Jack Sorenson,Sorenson,,,4500,CLE@CIN,CIN,CLE,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-91012:Greg Bell,84373-91012,RB,Greg,Greg Bell,Bell,,,4500,MIN@DET,DET,MIN,1,IR,Hamstring,,,,RB/FLEX
,,,,,,,,,,,,,84373-43912:Chad Beebe,84373-43912,WR,Chad,Chad Beebe,Beebe,,,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-39818:Wayne Gallman Jr.,84373-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,1.857142857,7,4500,CAR@SEA,SEA,CAR,4,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-45964:Marcus Kemp,84373-45964,WR,Marcus,Marcus Kemp,Kemp,0.680000019,5,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-73616:Willie Johnson,84373-73616,WR,Willie,Willie Johnson,Johnson,,,4500,JAC@TEN,JAC,TEN,1,IR,Undisclosed,,,,WR/FLEX
,,,,,,,,,,,,,84373-64403:Irvin Charles,84373-64403,WR,Irvin,Irvin Charles,Charles,,,4500,NYJ@BUF,NYJ,BUF,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-64405:Dan Chisena,84373-64405,WR,Dan,Dan Chisena,Chisena,,,4500,MIN@DET,MIN,DET,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-169890:LuJuan Winningham,84373-169890,WR,LuJuan,LuJuan Winningham,Winningham,,,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-88995:Reggie Roberson Jr.,84373-88995,WR,Reggie,Reggie Roberson Jr.,Roberson Jr.,,,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63399:Terry Godwin II,84373-63399,WR,Terry,Terry Godwin II,Godwin II,,,4500,JAC@TEN,TEN,JAC,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-94118:Mike Harley Jr.,84373-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,,4500,CLE@CIN,CLE,CIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-91055:Kevin Austin Jr.,84373-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-93112:Mataeo Durant,84373-93112,RB,Mataeo,Mataeo Durant,Durant,,,4500,BAL@PIT,PIT,BAL,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-103352:Christian Wade,84373-103352,RB,Christian,Christian Wade,Wade,,,4500,NYJ@BUF,BUF,NYJ,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-71613:Demetris Robertson,84373-71613,WR,Demetris,Demetris Robertson,Robertson,,,4500,CAR@SEA,SEA,CAR,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-32703:Jakeem Grant Sr.,84373-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,2.266666667,15,4500,CLE@CIN,CLE,CIN,1,IR,Achilles,,,,WR/FLEX
,,,,,,,,,,,,,84373-86984:Devon Williams,84373-86984,WR,Devon,Devon Williams,Williams,,,4500,BAL@PIT,BAL,PIT,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-91085:Michael Young Jr.,84373-91085,WR,Michael,Michael Young Jr.,Young Jr.,,,4500,HOU@DAL,HOU,DAL,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-41936:Anthony Miller,84373-41936,WR,Anthony,Anthony Miller,Miller,3.833333333,3,4500,BAL@PIT,PIT,BAL,1,IR,Shoulder,,,,WR/FLEX
,,,,,,,,,,,,,84373-88016:Ryan McDaniel,84373-88016,WR,Ryan,Ryan McDaniel,McDaniel,,,4500,JAC@TEN,JAC,TEN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-91101:Tommy Tremble,84373-91101,TE,Tommy,Tommy Tremble,Tremble,2.844444487,9,4500,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-56289:Jason Cabinda,84373-56289,RB,Jason,Jason Cabinda,Cabinda,0.200000003,2,4500,MIN@DET,DET,MIN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-41954:Victor Bolden Jr.,84373-41954,WR,Victor,Victor Bolden Jr.,Bolden Jr.,,,4500,KC@DEN,DEN,KC,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-14319:Taiwan Jones,84373-14319,RB,Taiwan,Taiwan Jones,Jones,0,1,4500,NYJ@BUF,BUF,NYJ,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-92146:DeAndre Torrey,84373-92146,RB,DeAndre,DeAndre Torrey,Torrey,,,4500,PHI@NYG,PHI,NYG,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-31732:Corey Coleman,84373-31732,WR,Corey,Corey Coleman,Coleman,,,4500,KC@DEN,KC,DEN,4,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-63479:John Kelly Jr.,84373-63479,RB,John,John Kelly Jr.,Kelly Jr.,1.299999952,1,4500,CLE@CIN,CLE,CIN,1,,,,,,RB/FLEX
,,,,,,,,,,,,,84373-88056:Stanley Berryhill,84373-88056,WR,Stanley,Stanley Berryhill,Berryhill,,,4500,MIN@DET,DET,MIN,1,,,,,,WR/FLEX
,,,,,,,,,,,,,84373-104447:Jody Fortson,84373-104447,TE,Jody,Jody Fortson,Fortson,3.162499905,8,4500,KC@DEN,KC,DEN,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-63646:Lawrence Cager,84373-63646,TE,Lawrence,Lawrence Cager,Cager,2.679999924,5,4400,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-12550:Seattle Seahawks,84373-12550,D,Seattle,Seattle Seahawks,Seahawks,7.416666667,12,4400,CAR@SEA,SEA,CAR,4,,,,,,DEF
,,,,,,,,,,,,,84373-63907:Josh Oliver,84373-63907,TE,Josh,Josh Oliver,Oliver,3.8125,8,4400,BAL@PIT,BAL,PIT,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-31207:C.J. Uzomah,84373-31207,TE,C.J.,C.J. Uzomah,Uzomah,2.5,8,4400,NYJ@BUF,NYJ,BUF,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-89588:Colby Parkinson,84373-89588,TE,Colby,Colby Parkinson,Parkinson,3.488888847,9,4400,CAR@SEA,SEA,CAR,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-92882:Connor Heyward,84373-92882,TE,Connor,Connor Heyward,Heyward,3.859999847,5,4400,BAL@PIT,PIT,BAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-29411:Pharaoh Brown,84373-29411,TE,Pharaoh,Pharaoh Brown,Brown,2.528571538,7,4400,CLE@CIN,CLE,CIN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-79980:Eric Saubert,84373-79980,TE,Eric,Eric Saubert,Saubert,2.210000038,10,4300,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-83117:Tanner Hudson,84373-83117,TE,Tanner,Tanner Hudson,Hudson,3.03333346,6,4300,CLE@CIN,CIN,CLE,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-12528:Cincinnati Bengals,84373-12528,D,Cincinnati,Cincinnati Bengals,Bengals,4.916666667,12,4300,CLE@CIN,CIN,CLE,1,,,,,,DEF
,,,,,,,,,,,,,84373-149832:Shane Zylstra,84373-149832,TE,Shane,Shane Zylstra,Zylstra,2.5,3,4300,MIN@DET,DET,MIN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-39286:O.J. Howard,84373-39286,TE,O.J.,O.J. Howard,Howard,2.839999962,10,4300,HOU@DAL,HOU,DAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-40371:Johnny Mundt,84373-40371,TE,Johnny,Johnny Mundt,Mundt,2.381818251,11,4300,MIN@DET,MIN,DET,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-38523:Geoff Swaim,84373-38523,TE,Geoff,Geoff Swaim,Swaim,1.9375,8,4300,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-86682:Grant Calcaterra,84373-86682,TE,Grant,Grant Calcaterra,Calcaterra,2.399999936,3,4300,PHI@NYG,PHI,NYG,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-80546:Dan Arnold,84373-80546,TE,Dan,Dan Arnold,Arnold,2.114285742,7,4300,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-64221:Zach Gentry,84373-64221,TE,Zach,Zach Gentry,Gentry,1.839999962,10,4300,BAL@PIT,PIT,BAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-88816:Peyton Hendershot,84373-88816,TE,Peyton,Peyton Hendershot,Hendershot,3.642857143,7,4300,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-93143:Noah Gray,84373-93143,TE,Noah,Noah Gray,Gray,3.375,12,4300,KC@DEN,KC,DEN,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-90123:Quintin Morris,84373-90123,TE,Quintin,Quintin Morris,Morris,1.7,5,4200,NYJ@BUF,BUF,NYJ,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-32957:Eric Tomlinson,84373-32957,TE,Eric,Eric Tomlinson,Tomlinson,1.039999962,5,4200,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-83138:Ross Dwelley,84373-83138,TE,Ross,Ross Dwelley,Dwelley,4.5,4,4200,TB@SF,SF,TB,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-12534:Tennessee Titans,84373-12534,D,Tennessee,Tennessee Titans,Titans,6.333333333,12,4200,JAC@TEN,TEN,JAC,1,,,,,,DEF
,,,,,,,,,,,,,84373-63851:Tyree Jackson,84373-63851,TE,Tyree,Tyree Jackson,Jackson,3.23333327,3,4200,PHI@NYG,PHI,NYG,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-18009:Chris Manhertz,84373-18009,TE,Chris,Chris Manhertz,Manhertz,0.919999981,5,4200,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-56947:Chris Myarick,84373-56947,TE,Chris,Chris Myarick,Myarick,2.285714286,7,4200,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-93026:Teagan Quitoriano,84373-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,2.424999952,4,4200,HOU@DAL,HOU,DAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-65477:Giovanni Ricci,84373-65477,TE,Giovanni,Giovanni Ricci,Ricci,2.060000038,5,4200,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-85986:James Mitchell,84373-85986,TE,James,James Mitchell,Mitchell,3.325000048,4,4200,MIN@DET,DET,MIN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-69655:Stephen Sullivan,84373-69655,TE,Stephen,Stephen Sullivan,Sullivan,1.866666635,3,4100,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-62508:James O'Shaughnessy,84373-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,5.485714504,7,4100,MIN@DET,MIN,DET,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-62510:Nick Boyle,84373-62510,TE,Nick,Nick Boyle,Boyle,0,1,4100,BAL@PIT,BAL,PIT,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-68730:Sean McKeon,84373-68730,TE,Sean,Sean McKeon,McKeon,1.049999952,2,4100,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-86178:Dominique Dafney,84373-86178,TE,Dominique,Dominique Dafney,Dafney,0.880000019,5,4100,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-70859:Albert Okwuegbunam,84373-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,2.125,4,4100,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-130286:Ben Ellefson,84373-130286,TE,Ben,Ben Ellefson,Ellefson,2.049999952,2,4100,MIN@DET,MIN,DET,1,IR,Groin,,,,TE/FLEX
,,,,,,,,,,,,,84373-12555:Baltimore Ravens,84373-12555,D,Baltimore,Baltimore Ravens,Ravens,8.416666667,12,4100,BAL@PIT,BAL,PIT,1,,,,,,DEF
,,,,,,,,,,,,,84373-73089:Devin Asiasi,84373-73089,TE,Devin,Devin Asiasi,Asiasi,0,3,4100,CLE@CIN,CIN,CLE,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-56711:Drew Sample,84373-56711,TE,Drew,Drew Sample,Sample,0.400000006,2,4100,CLE@CIN,CIN,CLE,1,IR,Knee - mcl,,,,TE/FLEX
,,,,,,,,,,,,,84373-26038:Tyler Kroft,84373-26038,TE,Tyler,Tyler Kroft,Kroft,1.466666698,3,4100,TB@SF,SF,TB,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-47551:Mason Schreck,84373-47551,TE,Mason,Mason Schreck,Schreck,0.800000012,2,4100,HOU@DAL,HOU,DAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-73176:Luke Farrell,84373-73176,TE,Luke,Luke Farrell,Farrell,1.466666698,3,4100,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-55895:Kendall Blanton,84373-55895,TE,Kendall,Kendall Blanton,Blanton,2.25,2,4100,KC@DEN,KC,DEN,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-56212:Tommy Sweeney,84373-56212,TE,Tommy,Tommy Sweeney,Sweeney,1.200000048,1,4100,NYJ@BUF,BUF,NYJ,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-28570:Nick Vannett,84373-28570,TE,Nick,Nick Vannett,Vannett,1.149999976,2,4100,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-14237:Kyle Rudolph,84373-14237,TE,Kyle,Kyle Rudolph,Rudolph,0.75,4,4100,TB@SF,TB,SF,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-40977:Ricky Seals-Jones,84373-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,4.918181679,11,4000,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-28694:Jesse James,84373-28694,TE,Jesse,Jesse James,James,3.924999952,4,4000,CLE@CIN,CLE,CIN,1,IR,Biceps,,,,TE/FLEX
,,,,,,,,,,,,,84373-137249:Briley Moore,84373-137249,TE,Briley,Briley Moore,Moore,,,4000,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-69686:Dylan Parham,84373-69686,TE,Dylan,Dylan Parham,Parham,,,4000,KC@DEN,DEN,KC,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-69705:Garrett Walston,84373-69705,TE,Garrett,Garrett Walston,Walston,,,4000,TB@SF,SF,TB,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-42077:James Winchester,84373-42077,TE,James,James Winchester,Winchester,,,4000,KC@DEN,KC,DEN,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-46177:David Wells,84373-46177,TE,David,David Wells,Wells,,,4000,TB@SF,TB,SF,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-68708:Seth Green,84373-68708,TE,Seth,Seth Green,Green,,,4000,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-46200:Daniel Brunskill,84373-46200,TE,Daniel,Daniel Brunskill,Brunskill,,,4000,TB@SF,SF,TB,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-80011:Antony Auclair,84373-80011,TE,Antony,Antony Auclair,Auclair,3.299999952,4,4000,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-54426:Andrew Beck,84373-54426,TE,Andrew,Andrew Beck,Beck,1.460000038,5,4000,KC@DEN,DEN,KC,4,O,Hamstring,,,,TE/FLEX
,,,,,,,,,,,,,84373-9409:Clark Harris,84373-9409,TE,Clark,Clark Harris,Harris,,,4000,CLE@CIN,CIN,CLE,1,IR,Biceps,,,,TE/FLEX
,,,,,,,,,,,,,84373-65737:Sam Tecklenburg,84373-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,,,4000,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-170191:Ben Beise,84373-170191,TE,Ben,Ben Beise,Beise,,,4000,TB@SF,TB,SF,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-149708:Zach Davidson,84373-149708,TE,Zach,Zach Davidson,Davidson,,,4000,NYJ@BUF,BUF,NYJ,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-170206:Rodney Williams II,84373-170206,TE,Rodney,Rodney Williams II,Williams II,,,4000,BAL@PIT,PIT,BAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-70881:Justin Rigg,84373-70881,TE,Justin,Justin Rigg,Rigg,,,4000,BAL@PIT,PIT,BAL,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-12544:New York Jets,84373-12544,D,New York,New York Jets,Jets,8.25,12,4000,NYJ@BUF,NYJ,BUF,1,,,,,,DEF
,,,,,,,,,,,,,84373-97537:Naz Bohannon,84373-97537,TE,Naz,Naz Bohannon,Bohannon,,,4000,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-83226:Kevin Rader,84373-83226,TE,Kevin,Kevin Rader,Rader,0.899999976,2,4000,JAC@TEN,TEN,JAC,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-90398:Matt Bushman,84373-90398,TE,Matt,Matt Bushman,Bushman,,,4000,KC@DEN,KC,DEN,4,Q,Collarbone,,,,TE/FLEX
,,,,,,,,,,,,,84373-170282:JJ Howland,84373-170282,TE,JJ,JJ Howland,Howland,,,4000,TB@SF,TB,SF,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-170290:Dre Miller,84373-170290,TE,Dre,Dre Miller,Miller,,,4000,PHI@NYG,NYG,PHI,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-55609:Ryan Izzo,84373-55609,TE,Ryan,Ryan Izzo,Izzo,,,4000,CAR@SEA,CAR,SEA,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-63839:Tyler Mabry,84373-63839,TE,Tyler,Tyler Mabry,Mabry,,,4000,CAR@SEA,SEA,CAR,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-64864:Noah Togiai,84373-64864,TE,Noah,Noah Togiai,Togiai,0,1,4000,PHI@NYG,PHI,NYG,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-153957:Zaire Mitchell-Paden,84373-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,4000,CLE@CIN,CLE,CIN,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-92530:Cade Brewer,84373-92530,TE,Cade,Cade Brewer,Brewer,,,4000,CAR@SEA,SEA,CAR,4,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-60788:Nick Ralston,84373-60788,TE,Nick,Nick Ralston,Ralston,,,4000,HOU@DAL,DAL,HOU,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-60791:Tommy Hudson,84373-60791,TE,Tommy,Tommy Hudson,Hudson,1.149999976,4,4000,JAC@TEN,TEN,JAC,1,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,,,,84373-71048:Thaddeus Moss,84373-71048,TE,Thaddeus,Thaddeus Moss,Moss,,,4000,CLE@CIN,CIN,CLE,1,,,,,,TE/FLEX
,,,,,,,,,,,,,84373-71058:Grayson Gunter,84373-71058,TE,Grayson,Grayson Gunter,Gunter,,,4000,JAC@TEN,JAC,TEN,1,,,,,,TE/FLEX
